player,average_shot_length,net_points_rate,net_points_won_rate,winners_rate,unforced_errors_rate,slices_rate,dropshots_rate,crosscourt_rate,middlecourt_rate,down_the_line_rate,ace_rate,opening_3rd_slice_shot,opening_2nd_backhand_ground,opening_2nd_forehand_ground,opening_3rd_forehand_ground,opening_3rd_backhand_ground,opening_2nd_slice_shot,opening_1st_body,opening_1st_down_the_t,opening_1st_out_wide
Andrey_Rublev,2.03281677301732,0.27208480565371024,0.6363636363636364,0.2602739726027397,0.21135029354207435,0.15180935569285084,0.01676963812886143,0.2762577228596646,0.3124448367166814,0.4060017652250662,0.07839562443026436,0.11307420494699646,0.3992932862190813,0.4734982332155477,0.48056537102473496,0.2862190812720848,0.0989399293286219,0.16607773851590105,0.42402826855123676,0.3957597173144876
Andy_Murray,2.07039055404178,0.3487179487179487,0.6715686274509803,0.40804020100502514,0.26532663316582916,0.16419176919813322,0.04200254560882478,0.2859567246499788,0.30886720407297413,0.3979635129401782,0.08583106267029973,0.17094017094017094,0.29743589743589743,0.517948717948718,0.3264957264957265,0.29743589743589743,0.14358974358974358,0.31965811965811963,0.3282051282051282,0.3384615384615385
Antoine_Bellier,1.526143790849673,1.736842105263158,0.6515151515151515,0.47706422018348627,0.11009174311926606,0.049689440993788817,0.006211180124223602,0.45962732919254656,0.13664596273291926,0.391304347826087,0.1830065359477124,0.0,0.10526315789473684,0.42105263157894735,0.47368421052631576,0.02631578947368421,0.02631578947368421,0.34210526315789475,0.5263157894736842,0.10526315789473684
Arthur_Fery,1.8992248062015504,0.7962962962962963,0.5813953488372093,0.08403361344537816,0.15126050420168066,0.11637931034482758,0.04741379310344827,0.22844827586206898,0.3448275862068966,0.41379310344827586,0.07364341085271318,0.09259259259259259,0.48148148148148145,0.2962962962962963,0.2962962962962963,0.35185185185185186,0.05555555555555555,0.37037037037037035,0.2777777777777778,0.3333333333333333
Arthur_Fils,2.1288723667905822,0.23486682808716708,0.7010309278350515,0.2823529411764706,0.29150326797385623,0.10537870472008781,0.022502744237102086,0.3413830954994512,0.25740944017563117,0.3913282107574094,0.052664188351920695,0.12590799031476999,0.4019370460048426,0.5108958837772397,0.4358353510895884,0.3486682808716707,0.06053268765133172,0.09200968523002422,0.43341404358353514,0.4721549636803874
Arthur_Rinderknech,1.7747252747252746,1.1666666666666667,0.5974025974025974,0.38323353293413176,0.20958083832335328,0.08156028368794327,0.03900709219858156,0.3262411347517731,0.21631205673758866,0.4432624113475177,0.08516483516483517,0.07575757575757576,0.19696969696969696,0.5151515151515151,0.3939393939393939,0.13636363636363635,0.045454545454545456,0.24242424242424243,0.3333333333333333,0.3939393939393939
Ben_Shelton,2.0625,0.39285714285714285,0.5909090909090909,0.15702479338842976,0.32231404958677684,0.07450980392156863,0.023529411764705882,0.33725490196078434,0.27058823529411763,0.3764705882352941,0.07916666666666666,0.03571428571428571,0.21428571428571427,0.6607142857142857,0.5535714285714286,0.25,0.05357142857142857,0.16071428571428573,0.5178571428571429,0.2857142857142857
Botic_Van_De_Zandschulp,1.7967244701348748,0.3417085427135678,0.6470588235294118,0.21395348837209302,0.16046511627906976,0.12696493349455865,0.03143893591293833,0.3422007255139057,0.28174123337363965,0.36638452237001207,0.0905587668593449,0.1658291457286432,0.2814070351758794,0.5879396984924623,0.457286432160804,0.18592964824120603,0.10552763819095477,0.35678391959798994,0.33668341708542715,0.2613065326633166
Brandon_Nakashima,2.029850746268657,0.3146067415730337,0.6607142857142857,0.43585526315789475,0.24013157894736842,0.10766045548654245,0.01932367149758454,0.30296756383712903,0.2946859903381642,0.3940648723257419,0.10803127221037669,0.08426966292134831,0.33146067415730335,0.5589887640449438,0.45786516853932585,0.3089887640449438,0.07865168539325842,0.18820224719101122,0.36235955056179775,0.4101123595505618
Cameron_Norrie,2.0195360195360195,0.308411214953271,0.7575757575757576,0.26153846153846155,0.2,0.08742514970059881,0.017964071856287425,0.3473053892215569,0.26706586826347306,0.38323353293413176,0.06837606837606838,0.08411214953271028,0.32710280373831774,0.5560747663551402,0.43457943925233644,0.2850467289719626,0.0794392523364486,0.22897196261682243,0.3878504672897196,0.35514018691588783
Carlos_Alcaraz,2.0170212765957447,0.375,0.6591760299625468,0.25547445255474455,0.20510948905109488,0.10843793584379359,0.04637377963737797,0.30718270571827055,0.22629009762900976,0.45781032078103207,0.051418439716312055,0.10955056179775281,0.3061797752808989,0.5280898876404494,0.4058988764044944,0.28230337078651685,0.08146067415730338,0.2752808988764045,0.28230337078651685,0.39325842696629215
Casper_Ruud,2.0725388601036268,0.39805825242718446,0.6829268292682927,0.32460732984293195,0.21465968586387435,0.1497584541062802,0.05314009661835749,0.25120772946859904,0.2584541062801932,0.4830917874396135,0.054404145077720206,0.14563106796116504,0.1262135922330097,0.6504854368932039,0.4077669902912621,0.18446601941747573,0.1262135922330097,0.20388349514563106,0.44660194174757284,0.3300970873786408
Charles_Broom,2.0806451612903225,0.2857142857142857,0.3,0.0967741935483871,0.20967741935483872,0.16417910447761194,0.007462686567164179,0.3582089552238806,0.26119402985074625,0.3805970149253731,0.04838709677419355,0.14285714285714285,0.22857142857142856,0.6,0.42857142857142855,0.34285714285714286,0.14285714285714285,0.3142857142857143,0.37142857142857144,0.2857142857142857
Christopher_Eubanks,1.6995249406175772,0.6142857142857143,0.627906976744186,0.30659025787965616,0.22063037249283668,0.09168081494057725,0.011884550084889643,0.2869269949066214,0.200339558573854,0.4923599320882852,0.11282660332541568,0.12857142857142856,0.24285714285714285,0.6571428571428571,0.4928571428571429,0.2,0.05,0.22857142857142856,0.37142857142857144,0.34285714285714286
Christopher_Oconnell,1.8641975308641976,0.6333333333333333,0.6842105263157895,0.11842105263157894,0.19736842105263158,0.1357142857142857,0.02142857142857143,0.37857142857142856,0.20714285714285716,0.36428571428571427,0.05555555555555555,0.13333333333333333,0.06666666666666667,0.8,0.5666666666666667,0.1,0.13333333333333333,0.3,0.16666666666666666,0.5
Constant_Lestienne,2.25,0.20634920634920634,0.46153846153846156,0.21782178217821782,0.297029702970297,0.06382978723404255,0.06382978723404255,0.23829787234042554,0.19148936170212766,0.5659574468085107,0.031914893617021274,0.09523809523809523,0.3968253968253968,0.5238095238095238,0.4126984126984127,0.3333333333333333,0.015873015873015872,0.12698412698412698,0.25396825396825395,0.6031746031746031
Cristian_Garin,2.480769230769231,0.21266968325791855,0.6382978723404256,0.19938650306748465,0.2116564417177914,0.07467532467532467,0.020562770562770564,0.30303030303030304,0.2922077922077922,0.39935064935064934,0.028846153846153848,0.07692307692307693,0.3438914027149321,0.5882352941176471,0.4479638009049774,0.334841628959276,0.05429864253393665,0.4298642533936652,0.19457013574660634,0.34841628959276016
Daniel_Altmaier,2.076923076923077,0.43902439024390244,0.6111111111111112,0.34177215189873417,0.24050632911392406,0.23469387755102042,0.01020408163265306,0.29591836734693877,0.34183673469387754,0.35714285714285715,0.09340659340659341,0.24390243902439024,0.2926829268292683,0.6097560975609756,0.5121951219512195,0.17073170731707318,0.0975609756097561,0.0975609756097561,0.36585365853658536,0.4878048780487805
Daniel_Elahi_Galan,1.899047619047619,0.2892561983471074,0.5714285714285714,0.24890829694323144,0.21397379912663755,0.06567796610169492,0.0211864406779661,0.288135593220339,0.3495762711864407,0.3432203389830508,0.08190476190476191,0.09917355371900827,0.38016528925619836,0.5867768595041323,0.39669421487603307,0.35537190082644626,0.03305785123966942,0.4049586776859504,0.24793388429752067,0.32231404958677684
Daniel_Evans,2.036363636363636,0.3614457831325301,0.7,0.2222222222222222,0.1895424836601307,0.30409356725146197,0.011695906432748537,0.28362573099415206,0.2807017543859649,0.4327485380116959,0.051515151515151514,0.27710843373493976,0.03614457831325301,0.6265060240963856,0.4457831325301205,0.12048192771084337,0.3373493975903614,0.1686746987951807,0.4578313253012048,0.3373493975903614
Daniil_Medvedev,2.1530976321764514,0.36341463414634145,0.6510067114093959,0.23997233748271093,0.156984785615491,0.09507735583684951,0.038537271448663854,0.290014064697609,0.2711673699015471,0.430098452883263,0.07298086279597794,0.09146341463414634,0.42804878048780487,0.4865853658536585,0.3573170731707317,0.3780487804878049,0.032926829268292684,0.2097560975609756,0.3573170731707317,0.4121951219512195
David_Goffin,2.1830742659758204,0.22727272727272727,0.65,0.1366906474820144,0.17625899280575538,0.16058394160583941,0.021897810218978103,0.3021897810218978,0.27445255474452557,0.42043795620437957,0.06044905008635579,0.2159090909090909,0.4034090909090909,0.5113636363636364,0.38636363636363635,0.2897727272727273,0.07386363636363637,0.26704545454545453,0.3125,0.4034090909090909
Denis_Shapovalov,1.9855072463768115,0.4057971014492754,0.8214285714285714,0.496,0.32,0.0661764705882353,0.01838235294117647,0.3786764705882353,0.22426470588235295,0.3897058823529412,0.06884057971014493,0.07246376811594203,0.2753623188405797,0.7101449275362319,0.3188405797101449,0.2753623188405797,0.014492753623188406,0.21739130434782608,0.43478260869565216,0.34782608695652173
Dennis_Novak,1.8693181818181819,0.4864864864864865,0.5555555555555556,0.0449438202247191,0.12359550561797752,0.12418300653594772,0.0392156862745098,0.28104575163398693,0.2679738562091503,0.45098039215686275,0.022727272727272728,0.1891891891891892,0.4864864864864865,0.35135135135135137,0.21621621621621623,0.32432432432432434,0.08108108108108109,0.3783783783783784,0.24324324324324326,0.3783783783783784
Diego_Schwartzman,2.7445255474452557,0.0990990990990991,0.9090909090909091,0.13855421686746988,0.2891566265060241,0.07322175732217573,0.014644351464435146,0.29707112970711297,0.3263598326359833,0.3723849372384937,0.014598540145985401,0.07207207207207207,0.42342342342342343,0.5405405405405406,0.5225225225225225,0.36036036036036034,0.02702702702702703,0.2702702702702703,0.36036036036036034,0.3333333333333333
Dominic_Stricker,2.1403508771929824,0.6363636363636364,0.7619047619047619,0.12727272727272726,0.21818181818181817,0.12307692307692308,0.038461538461538464,0.3769230769230769,0.18461538461538463,0.4307692307692308,0.06140350877192982,0.030303030303030304,0.24242424242424243,0.5151515151515151,0.42424242424242425,0.24242424242424243,0.12121212121212122,0.030303030303030304,0.42424242424242425,0.5151515151515151
Dominic_Thiem,1.7828947368421053,0.6436781609195402,0.7857142857142857,0.4846938775510204,0.25,0.07282913165266107,0.047619047619047616,0.35014005602240894,0.18487394957983194,0.4565826330532213,0.06798245614035088,0.09195402298850575,0.22988505747126436,0.6206896551724138,0.3793103448275862,0.20689655172413793,0.09195402298850575,0.08045977011494253,0.26436781609195403,0.6206896551724138
Dominik_Koepfer,2.1446808510638298,0.35384615384615387,0.7391304347826086,0.2777777777777778,0.26851851851851855,0.11524163568773234,0.022304832713754646,0.4349442379182156,0.1821561338289963,0.37174721189591076,0.0425531914893617,0.09230769230769231,0.27692307692307694,0.5538461538461539,0.2923076923076923,0.35384615384615387,0.12307692307692308,0.23076923076923078,0.36923076923076925,0.35384615384615387
Emil_Ruusuvuori,2.286764705882353,0.18571428571428572,0.7051282051282052,0.22943722943722944,0.29292929292929293,0.08171428571428571,0.018285714285714287,0.336,0.2297142857142857,0.42914285714285716,0.04191176470588235,0.08095238095238096,0.3738095238095238,0.5523809523809524,0.4976190476190476,0.3119047619047619,0.05,0.24523809523809523,0.35,0.38333333333333336
Federico_Delbonis,1.7815533980582525,0.3783783783783784,0.6428571428571429,0.17204301075268819,0.1935483870967742,0.13043478260869565,0.006211180124223602,0.3105590062111801,0.2484472049689441,0.43478260869565216,0.07766990291262135,0.16216216216216217,0.21621621621621623,0.6756756756756757,0.5135135135135135,0.10810810810810811,0.10810810810810811,0.2972972972972973,0.2702702702702703,0.3783783783783784
Feliciano_Lopez,1.7371794871794872,0.8292682926829268,0.6029411764705882,0.18947368421052632,0.13157894736842105,0.2463768115942029,0.017391304347826087,0.3507246376811594,0.27246376811594203,0.37681159420289856,0.09188034188034189,0.21951219512195122,0.024390243902439025,0.5609756097560976,0.36585365853658536,0.14634146341463414,0.23170731707317074,0.32926829268292684,0.4024390243902439,0.2073170731707317
Felix_Auger_Aliassime,1.8636026686434395,0.3076923076923077,0.6847826086956522,0.3516483516483517,0.23443223443223443,0.10386266094420601,0.014592274678111588,0.31759656652360513,0.1570815450643777,0.4858369098712446,0.09859154929577464,0.10367892976588629,0.2408026755852843,0.6488294314381271,0.47491638795986624,0.19732441471571907,0.08695652173913043,0.25752508361204013,0.42474916387959866,0.2909698996655518
Filip_Krajinovic,1.9048913043478262,0.4090909090909091,0.6111111111111112,0.41040462427745666,0.2658959537572254,0.1921921921921922,0.06606606606606606,0.23723723723723725,0.5345345345345346,0.22822822822822822,0.09239130434782608,0.18181818181818182,0.32954545454545453,0.42045454545454547,0.32954545454545453,0.2727272727272727,0.2159090909090909,0.2840909090909091,0.3977272727272727,0.3181818181818182
Flavio_Cobolli,1.5622895622895623,0.3783783783783784,0.7857142857142857,0.41904761904761906,0.2,0.11377245508982035,0.041916167664670656,0.2874251497005988,0.30538922155688625,0.38922155688622756,0.11784511784511785,0.16216216216216217,0.2972972972972973,0.5135135135135135,0.4864864864864865,0.24324324324324326,0.10810810810810811,0.1891891891891892,0.21621621621621623,0.5405405405405406
Frances_Tiafoe,2.1013745704467355,0.20496894409937888,0.6666666666666666,0.12260536398467432,0.20306513409961685,0.13416536661466458,0.0358814352574103,0.3213728549141966,0.1996879875195008,0.47425897035881437,0.06357388316151202,0.18012422360248448,0.40993788819875776,0.4782608695652174,0.36645962732919257,0.36024844720496896,0.09316770186335403,0.2732919254658385,0.33540372670807456,0.36024844720496896
Francisco_Cerundolo,2.4204545454545454,0.0625,1.0,0.30434782608695654,0.17391304347826086,0.12,0.032,0.208,0.4,0.392,0.022727272727272728,0.1875,0.59375,0.3125,0.375,0.4375,0.0625,0.0625,0.53125,0.40625
Francisco_Comesana,1.8135593220338984,0.40540540540540543,0.6,0.2465753424657534,0.1232876712328767,0.2777777777777778,0.0763888888888889,0.2847222222222222,0.3055555555555556,0.3958333333333333,0.11864406779661017,0.1891891891891892,0.2702702702702703,0.40540540540540543,0.35135135135135137,0.1891891891891892,0.24324324324324326,0.24324324324324326,0.40540540540540543,0.2972972972972973
Gael_Monfils,2.1285140562248994,0.272,0.7058823529411765,0.296137339055794,0.2145922746781116,0.060498220640569395,0.017793594306049824,0.3309608540925267,0.21708185053380782,0.4483985765124555,0.06827309236947791,0.08,0.36,0.536,0.464,0.312,0.048,0.28,0.352,0.344
Gilles_Simon,2.798076923076923,0.1643835616438356,0.8333333333333334,0.04716981132075472,0.1509433962264151,0.029411764705882353,0.016042780748663103,0.3235294117647059,0.35561497326203206,0.3181818181818182,0.03365384615384615,0.0136986301369863,0.6301369863013698,0.3424657534246575,0.4794520547945205,0.4246575342465753,0.0,0.273972602739726,0.3561643835616438,0.3287671232876712
Giovanni_Mpetshi_Perricard,1.773764258555133,0.6871794871794872,0.5970149253731343,0.568075117370892,0.25821596244131456,0.08230958230958231,0.012285012285012284,0.3157248157248157,0.2199017199017199,0.44594594594594594,0.12832699619771862,0.09743589743589744,0.26153846153846155,0.5743589743589743,0.4307692307692308,0.1794871794871795,0.07179487179487179,0.09230769230769231,0.5076923076923077,0.37435897435897436
Gregoire_Barrere,2.0774487471526197,0.3474576271186441,0.6341463414634146,0.1073170731707317,0.15121951219512195,0.12050739957716702,0.03382663847780127,0.33192389006342493,0.23890063424947147,0.42071881606765327,0.05922551252847381,0.1016949152542373,0.3644067796610169,0.5169491525423728,0.4830508474576271,0.2457627118644068,0.09322033898305085,0.3474576271186441,0.3644067796610169,0.2542372881355932
Grigor_Dimitrov,1.873598369011213,0.27488151658767773,0.603448275862069,0.35714285714285715,0.2857142857142857,0.16219369894982497,0.004667444574095682,0.31505250875145857,0.19953325554259044,0.47141190198366395,0.09887869520897044,0.15639810426540285,0.25118483412322273,0.5639810426540285,0.4834123222748815,0.20853080568720378,0.15639810426540285,0.27014218009478674,0.3459715639810427,0.3791469194312796
Holger_Rune,1.9240506329113924,0.44545454545454544,0.6326530612244898,0.3090909090909091,0.2590909090909091,0.1141552511415525,0.0365296803652968,0.2191780821917808,0.2945205479452055,0.4748858447488584,0.052742616033755275,0.12727272727272726,0.22727272727272727,0.5818181818181818,0.38181818181818183,0.2,0.1,0.18181818181818182,0.43636363636363634,0.37272727272727274
Hubert_Hurkacz,1.8182255735600834,0.5059856344772546,0.6782334384858044,0.2652370203160271,0.21369450714823177,0.10352941176470588,0.035490196078431374,0.346078431372549,0.22431372549019607,0.4147058823529412,0.10300016043638698,0.12450119712689545,0.2968874700718276,0.5538707102952913,0.3950518754988029,0.2266560255387071,0.0853950518754988,0.2386272944932163,0.3679169992019154,0.34716679968076614
Jack_Draper,1.705223880597015,0.3673469387755102,0.7777777777777778,0.7368421052631579,0.16842105263157894,0.026455026455026454,0.026455026455026454,0.4497354497354497,0.20634920634920634,0.3386243386243386,0.1417910447761194,0.0,0.32653061224489793,0.6122448979591837,0.1836734693877551,0.5306122448979592,0.04081632653061224,0.2653061224489796,0.3469387755102041,0.3673469387755102
Jacob_Fearnley,1.9795918367346939,0.4473684210526316,0.8823529411764706,0.11428571428571428,0.17142857142857143,0.13194444444444445,0.0,0.4097222222222222,0.1875,0.4027777777777778,0.05442176870748299,0.15789473684210525,0.10526315789473684,0.7105263157894737,0.5,0.10526315789473684,0.18421052631578946,0.34210526315789475,0.39473684210526316,0.21052631578947367
Jan_Choinski,2.04014598540146,0.39436619718309857,0.75,0.17557251908396945,0.22137404580152673,0.11228070175438597,0.014035087719298246,0.45614035087719296,0.16842105263157894,0.36140350877192984,0.08759124087591241,0.11267605633802817,0.38028169014084506,0.5492957746478874,0.43661971830985913,0.23943661971830985,0.056338028169014086,0.1267605633802817,0.4788732394366197,0.3380281690140845
Jan_Lennard_Struff,1.5751231527093597,0.9906542056074766,0.6415094339622641,0.4826388888888889,0.1736111111111111,0.08779443254817987,0.010706638115631691,0.3083511777301927,0.25481798715203424,0.4197002141327623,0.14039408866995073,0.1308411214953271,0.38317757009345793,0.4672897196261682,0.3925233644859813,0.18691588785046728,0.056074766355140186,0.17757009345794392,0.4485981308411215,0.35514018691588783
Jannik_Sinner,2.032614555256065,0.2797055730809674,0.6654135338345865,0.267349260523322,0.22013651877133106,0.08091882015139651,0.02975724353954581,0.3249804228660924,0.2636387366222918,0.40407204385277995,0.07277628032345014,0.08727655099894847,0.3512092534174553,0.5667718191377498,0.47108307045215564,0.3007360672975815,0.052576235541535225,0.34279705573080965,0.2902208201892745,0.3280757097791798
Jenson_Brooksby,2.1802325581395348,0.15841584158415842,0.6875,0.2235294117647059,0.27647058823529413,0.10098522167487685,0.03694581280788178,0.27586206896551724,0.34236453201970446,0.3522167487684729,0.0436046511627907,0.09900990099009901,0.46534653465346537,0.44554455445544555,0.46534653465346537,0.31683168316831684,0.0594059405940594,0.43564356435643564,0.297029702970297,0.24752475247524752
Jeremy_Chardy,1.8771929824561404,0.26785714285714285,0.7333333333333333,0.297029702970297,0.21782178217821782,0.15,0.015,0.33,0.18,0.47,0.07017543859649122,0.19642857142857142,0.08928571428571429,0.6785714285714286,0.48214285714285715,0.16071428571428573,0.19642857142857142,0.30357142857142855,0.2857142857142857,0.35714285714285715
Jiri_Lehecka,1.7458033573141487,0.4375,0.7714285714285715,0.21794871794871795,0.24358974358974358,0.06752411575562701,0.022508038585209004,0.2958199356913183,0.21221864951768488,0.48231511254019294,0.09352517985611511,0.1125,0.325,0.6375,0.4375,0.3125,0.0125,0.5,0.2375,0.2375
Jiri_Vesely,1.8479880774962743,0.5037037037037037,0.6470588235294118,0.23389830508474577,0.19661016949152543,0.08611599297012303,0.026362038664323375,0.351493848857645,0.20210896309314588,0.4428822495606327,0.08196721311475409,0.0962962962962963,0.34814814814814815,0.5333333333333333,0.34074074074074073,0.3111111111111111,0.06666666666666667,0.34074074074074073,0.37777777777777777,0.2222222222222222
John_Isner,1.662962962962963,0.851063829787234,0.8,0.8425925925925926,0.3333333333333333,0.061452513966480445,0.0111731843575419,0.3240223463687151,0.17318435754189945,0.5027932960893855,0.18518518518518517,0.0851063829787234,0.1702127659574468,0.723404255319149,0.2978723404255319,0.14893617021276595,0.0425531914893617,0.3191489361702128,0.2765957446808511,0.3829787234042553
Jordan_Thompson,2.0128440366972478,0.5079365079365079,0.609375,0.2804878048780488,0.27235772357723576,0.10144927536231885,0.014492753623188406,0.29347826086956524,0.28442028985507245,0.39855072463768115,0.07706422018348624,0.10317460317460317,0.2698412698412698,0.6507936507936508,0.5079365079365079,0.15873015873015872,0.047619047619047616,0.2777777777777778,0.4126984126984127,0.2857142857142857
Juan_Manuel_Cerundolo,1.9642857142857142,0.3191489361702128,0.7333333333333333,0.1326530612244898,0.19387755102040816,0.06349206349206349,0.031746031746031744,0.3386243386243386,0.31746031746031744,0.328042328042328,0.07142857142857142,0.0851063829787234,0.2553191489361702,0.723404255319149,0.5531914893617021,0.19148936170212766,0.02127659574468085,0.3191489361702128,0.3829787234042553,0.2553191489361702
Laslo_Djere,2.0511727078891258,0.3565217391304348,0.4146341463414634,0.24413145539906103,0.2535211267605634,0.0973630831643002,0.02636916835699797,0.3448275862068966,0.24949290060851928,0.39553752535496955,0.07036247334754797,0.11304347826086956,0.3652173913043478,0.5478260869565217,0.46956521739130436,0.30434782608695654,0.06956521739130435,0.28695652173913044,0.3217391304347826,0.391304347826087
Laurent_Lokoli,1.9386503067484662,0.5405405405405406,0.6,0.38823529411764707,0.27058823529411763,0.1830065359477124,0.10457516339869281,0.27450980392156865,0.20915032679738563,0.49673202614379086,0.049079754601226995,0.1891891891891892,0.02702702702702703,0.5945945945945946,0.35135135135135137,0.05405405405405406,0.1891891891891892,0.13513513513513514,0.4594594594594595,0.35135135135135137
Liam_Broady,2.1512605042016806,0.1791044776119403,0.5833333333333334,0.22916666666666666,0.3125,0.06934306569343066,0.010948905109489052,0.4197080291970803,0.2518248175182482,0.3175182481751825,0.058823529411764705,0.07462686567164178,0.4626865671641791,0.44776119402985076,0.417910447761194,0.3880597014925373,0.05970149253731343,0.1791044776119403,0.3582089552238806,0.43283582089552236
Lloyd_Harris,1.8038277511961722,0.38461538461538464,0.6,0.6,0.3375,0.10119047619047619,0.017857142857142856,0.3392857142857143,0.27380952380952384,0.38095238095238093,0.15311004784688995,0.05128205128205128,0.41025641025641024,0.48717948717948717,0.38461538461538464,0.41025641025641024,0.07692307692307693,0.1282051282051282,0.3333333333333333,0.48717948717948717
Lorenzo_Musetti,2.2760583422269653,0.358974358974359,0.6298701298701299,0.2770177838577291,0.22845417236662108,0.175076665737385,0.031781432952327854,0.33872316699191524,0.2280457206579314,0.4265402843601896,0.04731412308786909,0.19347319347319347,0.2331002331002331,0.5885780885780886,0.4114219114219114,0.1888111888111888,0.12354312354312354,0.14102564102564102,0.4522144522144522,0.38927738927738925
Lorenzo_Sonego,2.0186046511627906,0.4520547945205479,0.7070707070707071,0.2857142857142857,0.22448979591836735,0.11986301369863013,0.03881278538812785,0.3127853881278539,0.22602739726027396,0.454337899543379,0.046511627906976744,0.1187214611872146,0.2557077625570776,0.5844748858447488,0.4429223744292237,0.1689497716894977,0.1004566210045662,0.3470319634703196,0.2785388127853881,0.3242009132420091
Lukas_Lacko,1.876543209876543,0.1282051282051282,0.6,0.2857142857142857,0.12698412698412698,0.1056338028169014,0.007042253521126761,0.2887323943661972,0.19014084507042253,0.5211267605633803,0.1419753086419753,0.05128205128205128,0.5128205128205128,0.38461538461538464,0.4358974358974359,0.46153846153846156,0.10256410256410256,0.358974358974359,0.41025641025641024,0.20512820512820512
