player,average_shot_length,net_points_rate,net_points_won_rate,winners_rate,unforced_errors_rate,slices_rate,dropshots_rate,crosscourt_rate,middlecourt_rate,down_the_line_rate,ace_rate,opening_1st_body,opening_1st_down_the_t,opening_1st_out_wide,opening_2nd_ground_fh_bh_ratio,opening_3rd_ground_fh_bh_ratio
Ben_Shelton,2.0237388724035608,0.3793103448275862,0.6060606060606061,0.3086419753086419,0.228395061728395,0.0608695652173913,0.0637681159420289,0.3275362318840579,0.2434782608695652,0.3797101449275362,0.0326409495548961,0.1034482758620689,0.4022988505747126,0.4827586206896552,2.4761904761904763,2.6875
Benjamin_Bonzi,1.876237623762376,0.25,0.5833333333333334,0.1707317073170731,0.1707317073170731,0.0734463276836158,0.0282485875706214,0.3672316384180791,0.1242937853107344,0.4971751412429379,0.099009900990099,0.3541666666666667,0.3125,0.3125,2.0,1.8461538461538463
Benoit_Paire,1.721132897603486,0.4868421052631579,0.7027027027027027,0.4378378378378378,0.372972972972973,0.0755287009063444,0.0604229607250755,0.283987915407855,0.3141993957703927,0.3867069486404834,0.0849673202614379,0.2105263157894736,0.2894736842105263,0.5,0.8823529411764705,0.7878787878787877
Bernabe_Zapata_Miralles,2.608173076923077,0.1970021413276231,0.5869565217391305,0.1260273972602739,0.2260273972602739,0.0577977080219232,0.027902341803687,0.2795216741405082,0.2640757349277529,0.4419531639262581,0.0280448717948717,0.1991434689507494,0.3254817987152034,0.4625267665952891,1.5872093023255813,1.2958579881656804
Bernard_Tomic,2.029126213592233,0.1,0.6666666666666666,0.4047619047619047,0.238095238095238,0.2735849056603773,0.0943396226415094,0.2641509433962264,0.3679245283018867,0.3584905660377358,0.0679611650485436,0.4333333333333333,0.2,0.3666666666666666,3.200000000000001,1.0
Borna_Coric,2.327242524916944,0.2747252747252747,0.68,0.2524916943521594,0.2458471760797342,0.0387984981226533,0.032540675844806,0.3366708385481852,0.2215269086357947,0.4392991239048811,0.0431893687707641,0.1373626373626373,0.3516483516483517,0.4835164835164835,1.3378378378378377,0.9733333333333336
Botic_Van_De_Zandschulp,2.394659546061415,0.2442434210526315,0.6430976430976431,0.0951898734177215,0.2435443037974683,0.0668198353436722,0.0356117174037909,0.2766609228412789,0.2504307869040781,0.4623779437105112,0.0381842456608811,0.296875,0.3289473684210526,0.3421052631578947,2.1205479452054794,1.9535603715170278
Brandon_Nakashima,2.4916107382550337,0.25,0.5636363636363636,0.3061224489795918,0.2176870748299319,0.0686164229471316,0.014623172103487,0.2958380202474691,0.1957255343082114,0.499437570303712,0.0536912751677852,0.2227272727272727,0.3545454545454545,0.4045454545454545,2.9814814814814823,1.3684210526315792
Cameron_Norrie,2.5355311355311354,0.1486199575371549,0.7142857142857143,0.2613941018766756,0.2533512064343163,0.0381679389312977,0.0114503816793893,0.3473282442748092,0.2619274809160305,0.3730916030534351,0.0424908424908424,0.1698513800424628,0.4118895966029724,0.4033970276008493,2.1724137931034484,1.8724832214765104
Camilo_Ugo_Carabelli,2.7,0.1428571428571428,0.6190476190476191,0.1097560975609756,0.1853658536585365,0.1411764705882353,0.0203921568627451,0.2133333333333333,0.2776470588235294,0.5027450980392156,0.036,0.445578231292517,0.2346938775510204,0.3061224489795918,1.4951456310679614,1.6483516483516487
Carlos_Alcaraz,2.293298400441257,0.2543157894736842,0.6490066225165563,0.2326582278481012,0.2192405063291139,0.0588548885808721,0.0463802111099264,0.3100543767992323,0.2043927924085723,0.456978355901482,0.0311638168781025,0.2223157894736842,0.3023157894736842,0.4564210526315789,2.1613832853025934,1.4876140808344198
Carlos_Gimeno_Valero,3.693877551020408,0.1,0.0,0.0,0.1621621621621621,0.0151515151515151,0.0151515151515151,0.2954545454545454,0.2121212121212121,0.4924242424242424,0.0,0.6666666666666666,0.1,0.2,2.0,2.0
Casper_Ruud,2.2803206074667792,0.2984562607204116,0.6701149425287356,0.287402363308632,0.2361305828159423,0.0590609555189456,0.0229818780889621,0.2982701812191103,0.2448105436573311,0.4502471169686985,0.0525205652815861,0.1890222984562607,0.3523156089193825,0.4397941680960548,2.8755304101838757,1.9883570504527817
Christopher_Eubanks,1.87874251497006,0.2885906040268456,0.6046511627906976,0.2248322147651006,0.2315436241610738,0.090289608177172,0.0187393526405451,0.3168654173764906,0.2453151618398637,0.4293015332197615,0.0628742514970059,0.1543624161073825,0.3959731543624161,0.4295302013422818,2.552631578947368,2.1428571428571432
Christopher_Oconnell,2.193661971830986,0.3670886075949367,0.4827586206896552,0.0797101449275362,0.2753623188405797,0.0973451327433628,0.0383480825958702,0.3539823008849557,0.191740412979351,0.4365781710914454,0.0457746478873239,0.2784810126582278,0.2784810126582278,0.4050632911392405,4.769230769230771,2.4117647058823533
Chun_Hsin_Tseng,2.212355212355212,0.2916666666666667,0.6666666666666666,0.28125,0.171875,0.0828025477707006,0.0445859872611464,0.2707006369426751,0.197452229299363,0.4522292993630573,0.054054054054054,0.0555555555555555,0.5972222222222222,0.3194444444444444,4.076923076923078,2.176470588235294
Conner_Huertas_Del_Pino,2.662878787878788,0.2450980392156862,0.64,0.0063291139240506,0.2215189873417721,0.1708428246013667,0.0546697038724373,0.2892938496583143,0.2665148063781321,0.4396355353075171,0.0075757575757575,0.4019607843137255,0.196078431372549,0.4019607843137255,1.7241379310344829,2.8000000000000007
Corentin_Moutet,2.585139318885449,0.3307086614173228,0.5952380952380952,0.0689655172413793,0.2610837438423645,0.126953125,0.087890625,0.42578125,0.189453125,0.37890625,0.0247678018575851,0.2125984251968504,0.3149606299212598,0.4488188976377952,5.312500000000002,3.368421052631579
Cristian_Garin,2.271940667490729,0.2131147540983606,0.6346153846153846,0.1614457831325301,0.2192771084337349,0.0408163265306122,0.0359572400388726,0.3566569484936832,0.2487852283770651,0.3828960155490767,0.0457354758961681,0.2418032786885245,0.3360655737704918,0.4057377049180328,2.5000000000000004,1.9696969696969702
Daniel_Altmaier,2.526666666666667,0.3023255813953488,0.6461538461538462,0.1267605633802817,0.276056338028169,0.0786026200873362,0.0141921397379912,0.3013100436681222,0.2521834061135371,0.4377729257641921,0.0433333333333333,0.1488372093023255,0.4883720930232558,0.3581395348837209,2.0937500000000004,2.038461538461539
Daniel_Dutra_Da_Silva,2.088300220750552,0.2142857142857142,0.6296296296296297,0.1906976744186046,0.2046511627906976,0.0405679513184584,0.0344827586206896,0.3935091277890467,0.2413793103448276,0.3549695740365111,0.0441501103752759,0.3015873015873015,0.3412698412698413,0.3095238095238095,1.761904761904762,1.5365853658536586
Daniel_Elahi_Galan,2.218266253869969,0.2227722772277227,0.6444444444444445,0.1764705882352941,0.1733746130030959,0.0533672172808132,0.0317662007623888,0.3595933926302414,0.1855146124523507,0.4472681067344345,0.0603715170278637,0.2128712871287128,0.3712871287128713,0.396039603960396,2.5192307692307696,2.9767441860465125
Daniel_Evans,2.8073529411764704,0.2851851851851852,0.6103896103896104,0.1142857142857142,0.1532467532467532,0.2392188771358828,0.0537021969080553,0.2595606183889341,0.1814483319772172,0.54759967453214,0.0441176470588235,0.3111111111111111,0.4148148148148148,0.2555555555555555,3.642857142857144,2.571428571428571
Daniel_Michalski,2.6136986301369864,0.237037037037037,0.625,0.1586538461538461,0.2067307692307692,0.0526315789473684,0.0475382003395585,0.3480475382003395,0.1867572156196944,0.4499151103565365,0.0328767123287671,0.0888888888888888,0.4,0.4888888888888889,1.9545454545454548,1.681818181818182
Daniil_Medvedev,2.4992630803242446,0.3095499451152579,0.6666666666666666,0.1461154668567355,0.1995723449750534,0.070041779306955,0.0395674612927009,0.2968788400098304,0.2769722290489063,0.422462521504055,0.0397936624907885,0.2030735455543359,0.3161361141602634,0.4555433589462129,1.291891891891892,1.1757575757575758
David_Goffin,2.4232876712328766,0.217391304347826,0.7454545454545455,0.0534351145038167,0.2340966921119593,0.0519730510105871,0.0192492781520692,0.4119345524542829,0.1578440808469682,0.4273339749759384,0.0342465753424657,0.1185770750988142,0.3596837944664031,0.4822134387351778,2.5507246376811596,2.6206896551724137
Denis_Istomin,2.071065989847716,0.38,0.631578947368421,0.4271844660194174,0.1941747572815534,0.1327014218009478,0.0331753554502369,0.3507109004739336,0.2132701421800948,0.4312796208530806,0.0609137055837563,0.24,0.4,0.36,1.5625,1.4166666666666667
Denis_Shapovalov,2.299435028248588,0.4331797235023041,0.7021276595744681,0.2106666666666666,0.296,0.0478260869565217,0.0239130434782608,0.3902173913043478,0.2108695652173913,0.3684782608695652,0.0423728813559322,0.1797235023041474,0.3963133640552995,0.4147465437788018,3.5454545454545463,1.9814814814814814
Diego_Schwartzman,2.812343619683069,0.1946169772256728,0.723404255319149,0.1895803183791606,0.2662807525325615,0.0395766221813161,0.0234698573400828,0.2802577082374597,0.2899217671421997,0.4219972388403129,0.0275229357798165,0.2153209109730849,0.3561076604554865,0.4120082815734989,1.5319148936170217,1.1237623762376239
Dimitar_Kuzmanov,1.9452554744525548,0.1571428571428571,0.5454545454545454,0.3484848484848485,0.2424242424242424,0.1235521235521235,0.027027027027027,0.3474903474903475,0.2277992277992278,0.4247104247104247,0.0766423357664233,0.1571428571428571,0.4857142857142857,0.3571428571428571,3.000000000000001,2.2666666666666675
Dmitry_Popko,2.316455696202532,0.2916666666666667,0.5,0.2022471910112359,0.348314606741573,0.0336538461538461,0.0384615384615384,0.3125,0.1923076923076923,0.4711538461538461,0.0189873417721519,0.3541666666666667,0.125,0.5208333333333334,4.0,2.1666666666666665
Dominic_Thiem,2.390858208955224,0.2285308729595457,0.7422360248447205,0.2638640429338104,0.2701252236135957,0.096244131455399,0.0348759221998658,0.3215962441314554,0.2189805499664654,0.4538900067069081,0.0424440298507462,0.212207239176721,0.2924059616749467,0.4769339957416607,3.0603174603174614,2.014005602240897
Dominik_Koepfer,2.405286343612335,0.2068965517241379,0.4444444444444444,0.0901639344262295,0.180327868852459,0.0501567398119122,0.0156739811912225,0.2789968652037617,0.2978056426332288,0.4169278996865204,0.052863436123348,0.3448275862068966,0.264367816091954,0.3448275862068966,1.4000000000000001,1.8750000000000004
Dusan_Lajovic,2.490015360983103,0.2319819819819819,0.7572815533980582,0.1789052069425901,0.2296395193591455,0.0938144329896907,0.0190721649484536,0.3329896907216494,0.2175257731958763,0.4422680412371134,0.0345622119815668,0.1036036036036036,0.4076576576576576,0.4707207207207207,2.3120000000000003,1.8076923076923077
Elliot_Benchetrit,1.7772511848341233,0.5333333333333333,0.7916666666666666,0.4361702127659574,0.2872340425531915,0.0853658536585365,0.048780487804878,0.0,0.0,0.0,0.0616113744075829,0.3111111111111111,0.3111111111111111,0.3777777777777777,1.5333333333333332,1.0
Emil_Ruusuvuori,2.387267904509284,0.2277777777777777,0.5975609756097561,0.2150170648464164,0.295221843003413,0.0503505417463352,0.0312300828553218,0.3148502230720204,0.2950924155513065,0.3881453154875717,0.039787798408488,0.2583333333333333,0.3361111111111111,0.3833333333333333,2.0442477876106198,1.4390243902439022
Emilio_Nava,1.9433962264150944,0.3947368421052631,0.7333333333333333,0.2784810126582278,0.2531645569620253,0.08,0.0466666666666666,0.34,0.2666666666666666,0.38,0.0377358490566037,0.3947368421052631,0.1578947368421052,0.4473684210526316,2.272727272727273,0.8666666666666667
Fabian_Marozsan,2.167381974248927,0.2538461538461538,0.6363636363636364,0.2955465587044534,0.2631578947368421,0.0772058823529411,0.0588235294117647,0.3106617647058823,0.2389705882352941,0.4448529411764705,0.0407725321888412,0.1615384615384615,0.4,0.4307692307692308,1.3404255319148939,1.2222222222222225
Fabio_Fognini,2.163817663817664,0.2009803921568627,0.8536585365853658,0.2637362637362637,0.2747252747252747,0.0563035495716034,0.033047735618115,0.2925336597307221,0.208078335373317,0.4773561811505508,0.0313390313390313,0.2156862745098039,0.3382352941176471,0.4117647058823529,1.349397590361446,1.4242424242424239
Facundo_Bagnis,2.547107438016529,0.2727272727272727,0.6491228070175439,0.1586826347305389,0.1946107784431137,0.0576923076923076,0.0352564102564102,0.3579059829059829,0.2158119658119658,0.4230769230769231,0.052892561983471,0.1770334928229665,0.416267942583732,0.3827751196172249,2.880000000000001,1.7142857142857142
Facundo_Diaz_Acosta,2.45483870967742,0.2909090909090909,0.625,0.1875,0.1931818181818181,0.0376940133037694,0.0354767184035476,0.4124168514412417,0.2106430155210643,0.3747228381374722,0.0290322580645161,0.3,0.3,0.3545454545454545,2.121212121212121,1.3250000000000002
Facundo_Mena,2.6754966887417218,0.2461538461538461,0.6875,0.1855670103092783,0.3917525773195876,0.0395256916996047,0.0395256916996047,0.300395256916996,0.2292490118577075,0.458498023715415,0.0,0.4153846153846154,0.0307692307692307,0.5384615384615384,2.0476190476190474,1.2272727272727273
Federico_Agustin_Gomez,2.0,0.3243243243243243,0.6666666666666666,0.2698412698412698,0.1428571428571428,0.0606060606060606,0.0378787878787878,0.3712121212121212,0.106060606060606,0.5151515151515151,0.0303030303030303,0.4324324324324324,0.054054054054054,0.5135135135135135,3.0000000000000004,1.2307692307692308
Federico_Coria,2.5741379310344827,0.1396396396396396,0.8064516129032258,0.0857988165680473,0.2130177514792899,0.04052573932092,0.0142387732749178,0.2650602409638554,0.2541073384446878,0.4654983570646221,0.0103448275862068,0.2252252252252252,0.3243243243243243,0.4324324324324324,2.0000000000000004,1.5394736842105263
Federico_Delbonis,2.4134165366614666,0.1814159292035398,0.6585365853658537,0.1073446327683615,0.2062146892655367,0.0264900662251655,0.0220750551876379,0.3222958057395143,0.2163355408388521,0.455849889624724,0.0327613104524181,0.2920353982300885,0.243362831858407,0.4424778761061947,3.5510204081632653,2.6250000000000004
Feliciano_Lopez,1.9367469879518076,0.4714285714285714,0.6060606060606061,0.1382978723404255,0.2127659574468085,0.1061093247588424,0.040192926045016,0.4196141479099678,0.2122186495176848,0.3553054662379421,0.0707831325301204,0.3642857142857142,0.3214285714285714,0.2714285714285714,4.650000000000002,3.6000000000000014
Felix_Auger_Aliassime,2.1581670362158167,0.328042328042328,0.6612903225806451,0.32,0.237037037037037,0.0504148053605615,0.0236119974473516,0.2839821314613912,0.2507977026164645,0.4352265475430759,0.0509977827050997,0.2619047619047619,0.3624338624338624,0.3518518518518518,2.673469387755103,1.8556701030927831
Filip_Horansky,2.689922480620155,0.0566037735849056,0.3333333333333333,0.2133333333333333,0.2666666666666666,0.1192660550458715,0.0275229357798165,0.2844036697247706,0.3302752293577982,0.3715596330275229,0.0465116279069767,0.3584905660377358,0.3018867924528302,0.320754716981132,1.3333333333333335,1.5555555555555558
Filip_Krajinovic,2.324921135646688,0.33,0.6666666666666666,0.196629213483146,0.2359550561797752,0.0642857142857142,0.0547619047619047,0.3452380952380952,0.2809523809523809,0.3714285714285714,0.0410094637223974,0.21,0.37,0.4,1.5833333333333333,1.125
Filip_Misolic,2.281163434903047,0.2877358490566037,0.5901639344262295,0.1871794871794871,0.2128205128205128,0.0605405405405405,0.0518918918918918,0.3308108108108108,0.2075675675675675,0.4281081081081081,0.0457063711911357,0.2169811320754717,0.4386792452830189,0.3254716981132075,2.046153846153847,1.7666666666666666
Flavio_Cobolli,2.250539956803456,0.1448275862068965,0.6666666666666666,0.1659751037344398,0.2448132780082987,0.0483592400690846,0.0414507772020725,0.3937823834196891,0.2158894645941278,0.3592400690846287,0.0345572354211663,0.2275862068965517,0.296551724137931,0.4689655172413793,1.936170212765958,1.52
Frances_Tiafoe,2.3764044943820224,0.1775700934579439,0.5263157894736842,0.2192513368983957,0.3101604278074866,0.0755102040816326,0.0408163265306122,0.3122448979591837,0.3142857142857143,0.3673469387755102,0.0561797752808988,0.1588785046728972,0.3364485981308411,0.5046728971962616,1.0204081632653061,0.7755102040816326
Francesco_Maestrelli,2.5892857142857144,0.3095238095238095,0.6923076923076923,0.0983606557377049,0.1475409836065573,0.0674157303370786,0.0224719101123595,0.2921348314606741,0.2191011235955056,0.4887640449438202,0.0535714285714285,0.4285714285714285,0.1666666666666666,0.4047619047619047,1.210526315789474,0.7894736842105262
Francesco_Passaro,2.1784841075794623,0.2857142857142857,0.6333333333333333,0.1706161137440758,0.2322274881516587,0.0829875518672199,0.0248962655601659,0.2697095435684647,0.2759336099585062,0.441908713692946,0.0268948655256723,0.2476190476190476,0.3142857142857143,0.4,1.8823529411764706,1.703703703703704
Francisco_Cerundolo,2.494929797191888,0.1572192513368984,0.673469387755102,0.1588969139855548,0.2856204858831254,0.0482650665275241,0.0302635011740151,0.2966344899556483,0.1946256196190973,0.4667362379337333,0.0230109204368174,0.2395721925133689,0.3026737967914438,0.4363636363636363,1.5307262569832405,1.3975535168195716
Francisco_Comesana,3.0,0.1864406779661017,0.6363636363636364,0.0,0.2891566265060241,0.0629921259842519,0.0118110236220472,0.326771653543307,0.2362204724409448,0.421259842519685,0.0,0.3728813559322034,0.2372881355932203,0.3559322033898305,1.5454545454545454,1.8823529411764706
Gabriel_Diallo,2.50597609561753,0.175,0.5,0.3587786259541984,0.1603053435114503,0.0661375661375661,0.0079365079365079,0.2777777777777778,0.2566137566137566,0.4126984126984127,0.0796812749003984,0.1625,0.5125,0.2875,2.85,1.9130434782608698
Gael_Monfils,2.387780548628429,0.2556818181818182,0.6370370370370371,0.1441860465116279,0.2569767441860465,0.0610961365678346,0.0354896675651392,0.2924528301886792,0.2466307277628032,0.4537286612758311,0.0374064837905236,0.2045454545454545,0.3977272727272727,0.375,1.9041916167664672,1.4736842105263162
Genaro_Alberto_Olivieri,2.9927007299270074,0.0454545454545454,1.0,0.2234042553191489,0.2553191489361702,0.0695970695970696,0.0329670329670329,0.326007326007326,0.3003663003663003,0.3296703296703296,0.0291970802919708,0.0454545454545454,0.4090909090909091,0.5,3.3333333333333344,3.8461538461538476
Gijs_Brouwer,2.1124260355029585,0.2216494845360824,0.7906976744186046,0.1082621082621082,0.1709401709401709,0.1050531914893617,0.0212765957446808,0.425531914893617,0.1489361702127659,0.4215425531914893,0.0665680473372781,0.2216494845360824,0.4793814432989691,0.2783505154639175,3.2564102564102573,2.3478260869565224
Gilles_Simon,3.0113378684807257,0.2212885154061624,0.6708860759493671,0.03125,0.166015625,0.0963923337091319,0.0118376550169109,0.294250281848929,0.286358511837655,0.4165727170236753,0.0362811791383219,0.2773109243697479,0.299719887955182,0.3977591036414565,1.5725806451612903,1.129496402877698
Giulio_Zeppieri,2.059925093632959,0.2833333333333333,0.5294117647058824,0.1239669421487603,0.1900826446280991,0.0459363957597173,0.0318021201413427,0.4593639575971731,0.1448763250883392,0.3710247349823322,0.0561797752808988,0.2,0.35,0.4333333333333333,1.619047619047619,0.8928571428571429
Goncalo_Oliveira,2.075862068965517,0.2564102564102564,0.7,0.0632911392405063,0.2278481012658227,0.0192307692307692,0.0192307692307692,0.4487179487179487,0.2243589743589743,0.3269230769230769,0.0551724137931034,0.1538461538461538,0.3333333333333333,0.4871794871794871,2.0,1.0625000000000002
Gregoire_Barrere,2.4222972972972974,0.3069306930693069,0.5483870967741935,0.2037037037037037,0.3148148148148148,0.0831353919239905,0.0213776722090261,0.3586698337292161,0.2494061757719715,0.3895486935866983,0.0337837837837837,0.1683168316831683,0.4059405940594059,0.4257425742574257,1.45,0.9268292682926829
Grigor_Dimitrov,2.2794392523364486,0.2683307332293291,0.6802325581395349,0.2204940530649588,0.232387923147301,0.1088385682980277,0.0314097881665449,0.310445580715851,0.2125639152666179,0.4704163623082542,0.0457943925233644,0.2464898595943837,0.3884555382215288,0.3463338533541342,2.877551020408164,1.9289940828402374
Guy_Den_Ouden,2.512,0.2244897959183673,0.4545454545454545,0.0259740259740259,0.1298701298701298,0.1587301587301587,0.0105820105820105,0.2592592592592592,0.2275132275132275,0.5132275132275133,0.016,0.3469387755102041,0.2040816326530612,0.4285714285714285,2.7500000000000004,2.7777777777777777
Hamad_Medjedovic,1.9385964912280704,0.2777777777777778,0.6,0.4565217391304347,0.3695652173913043,0.116822429906542,0.0467289719626168,0.308411214953271,0.2242990654205607,0.4626168224299065,0.0789473684210526,0.2037037037037037,0.3703703703703703,0.4259259259259259,3.9000000000000017,2.083333333333333
Henrique_Rocha,2.1818181818181817,0.1071428571428571,0.6666666666666666,0.0638297872340425,0.3191489361702128,0.0407239819004524,0.004524886877828,0.2941176470588235,0.1900452488687782,0.5158371040723982,0.0213903743315508,0.5892857142857143,0.1607142857142857,0.1964285714285714,3.153846153846154,1.8235294117647065
Holger_Rune,2.2079037800687287,0.3577712609970674,0.6229508196721312,0.2296730930427493,0.2154233025984912,0.0558321479374111,0.0512091038406827,0.2834281650071124,0.2322190611664296,0.4790184921763869,0.0369415807560137,0.2697947214076246,0.2653958944281525,0.4457478005865102,1.960975609756098,1.5520833333333335
